nateam,birth_date,birth_country_isoCode,birth_country,player_name,player_id,normal_position
russia,1969-01-23,ru,russia,andrei kanchelskis,324,m
england,1965-06-30,gb-eng,england,gary pallister,320,d
england,1960-12-31,gb-eng,england,steve bruce,319,d
wales,1963-11-01,gb-wls,wales,mark hughes,339,f
england,1964-04-04,gb-eng,england,paul parker,317,d
scotland,1972-02-09,gb-sct,scotland,darren ferguson,323,m
denmark,1963-11-18,dk,denmark,peter schmeichel,307,g
wales,1964-09-23,gb-wls,wales,clayton blackmore,325,m
scotland,1963-12-08,gb-sct,scotland,brian mcclair,337,f
wales,1973-11-29,gb-wls,wales,ryan giggs,335,m
england,1967-10-21,gb-eng,england,paul ince,326,m
england,1957-01-11,gb-eng,england,bryan robson,322,m
england,1971-01-24,gb-eng,england,gerald dobbs,585,d
england,1964-06-10,gb-eng,england,alan mcleary,652,d
england,1965-12-24,gb-eng,england,roger joseph,588,d
jamaica,1965-01-27,jm,jamaica,robbie earle,598,m
northern ireland,1959-10-22,gb-nir,northern ireland,lawrie sanchez,597,m
scotland,1970-11-30,gb-sct,scotland,brian mcallister,584,d
england,1968-11-08,gb-eng,england,dean holdsworth,603,f
netherlands,1961-10-30,nl,netherlands,hans segers,582,g
england,1969-03-19,gb-eng,england,warren barton,590,d
england,1962-12-23,gb-eng,england,terry gibson,608,f
wales,1965-01-05,gb-wls,wales,vinnie jones,599,m
england,1967-07-22,gb-eng,england,andy clarke,607,f
england,1971-07-15,gb-eng,england,jason wilcox,80,m
england,1970-08-13,gb-eng,england,alan shearer,89,f
england,1971-09-28,gb-eng,england,alan wright,72,d
england,1967-11-20,gb-eng,england,stuart ripley,79,m
england,1963-10-12,gb-eng,england,bobby mimms,64,g
england,1969-02-06,gb-eng,england,tim sherwood,78,m
england,1965-01-27,gb-eng,england,mike newell,86,f
england,1970-06-24,gb-eng,england,david may,67,d
ireland,1956-04-29,ie,ireland,kevin moran,71,d
england,1958-10-27,gb-eng,england,gordon cowans,84,m
scotland,1965-12-07,gb-sct,scotland,colin hendry,75,d
united states,1964-03-19,za,south africa,roy wegerle,139,f
ireland,1965-10-31,ie,ireland,denis irwin,315,d
england,1960-12-11,gb-eng,england,john lukic,225,g
england,1961-09-02,gb-eng,england,chris whyte,630,d
england,1959-12-05,gb-eng,england,lee chapman,246,f
england,1968-12-02,gb-eng,england,david batty,243,m
england,1965-12-31,au,australia,tony dorigo,229,d
england,1962-10-25,gb-eng,england,steve hodge,240,m
england,1964-04-12,gb-eng,england,chris fairclough,234,d
france,1966-05-24,fr,france,eric cantona,342,f
scotland,1957-02-09,gb-sct,scotland,gordon strachan,242,m
scotland,1964-12-25,gb-sct,scotland,gary mcallister,238,m
wales,1969-09-08,gb-wls,wales,gary speed,239,m
england,1965-11-27,gb-eng,england,scott sellars,631,m
england,1964-03-10,gb-eng,england,shaun teale,39,d
england,1958-08-08,gb-eng,england,nigel spink,33,g
england,1973-03-09,gb-eng,england,stephen froggatt,46,m
england,1968-03-21,gb-eng,england,dalian atkinson,62,f
england,1965-09-07,gb-eng,england,garry parker,48,m
england,1962-12-04,gb-eng,england,kevin richardson,43,m
england,1967-04-28,gb-eng,england,earl barrett,38,d
ireland,1959-12-04,ie,ireland,paul mcgrath,37,d
ireland,1969-01-19,ie,ireland,steve staunton,41,d
ireland,1962-01-06,ie,ireland,ray houghton,47,m
wales,1964-06-21,gb-wls,wales,dean saunders,60,f
england,1966-12-08,gb-eng,england,les ferdinand,462,f
england,1971-09-30,gb-eng,england,andy impey,453,d
england,1971-09-13,gb-eng,england,bradley allen,463,f
england,1961-11-13,gb-eng,england,clive wilson,452,d
england,1969-09-24,gb-eng,england,rufus brevett,445,d
wales,1969-08-04,gb-wls,wales,tony roberts,442,g
england,1964-09-11,gb-eng,england,david bardsley,447,d
england,1964-11-04,gb-eng,england,simon barker,460,m
england,1967-10-11,gb-eng,england,danny maddix,443,d
england,1966-03-19,gb-eng,england,andy sinton,456,m
northern ireland,1963-10-12,gb-nir,northern ireland,alan mcdonald,451,d
england,1964-09-09,gb-eng,england,richard holden,296,m
ireland,1966-10-06,ie,ireland,niall quinn,304,f
england,1963-11-14,gb-eng,england,keith curle,282,d
england,1960-06-12,gb-eng,england,ray ranson,283,d
england,1961-08-20,gb-eng,england,steve mcmahon,294,m
england,1967-10-30,gb-eng,england,david white,295,m
england,1965-05-08,gb-eng,england,andy dibble,280,g
netherlands,1968-10-28,nl,netherlands,michel vonk,287,d
england,1972-01-11,gb-eng,england,mike sheron,305,f
jamaica,1970-02-26,gb-eng,england,fitzroy simpson,297,m
ireland,1967-03-16,ie,ireland,terry phelan,291,d
norway,1965-11-11,no,norway,kare ingebrigtsen,284,d
england,1956-06-20,gb-eng,england,peter reid,301,m
england,1963-05-09,gb-eng,england,richard jobson,425,d
england,1959-01-30,gb-eng,england,roger palmer,433,f
england,1967-02-20,gb-eng,england,mike milligan,429,m
england,1967-02-11,gb-eng,england,steve redmond,422,d
scotland,1960-10-16,gb-sct,scotland,graeme sharp,432,f
scotland,1972-12-30,gb-sct,scotland,paul bernard,431,m
england,1965-10-26,gb-eng,england,jon hallworth,415,g
norway,1965-08-11,no,norway,gunnar halle,423,d
england,1964-11-28,gb-eng,england,neil pointon,420,d
england,1966-03-20,gb-eng,england,ian marshall,426,m
england,1969-02-21,gb-eng,england,nick henry,428,m
england,1966-11-12,gb-eng,england,andy thorn,148,f
wales,1960-03-25,gb-wls,wales,eric young,150,d
wales,1970-06-10,gb-wls,wales,chris coleman,152,d
england,1965-07-12,gb-eng,england,lee sinnott,161,m
ireland,1965-04-30,gb-eng,england,eddie mcgoldrick,156,m
england,1964-08-05,gb-eng,england,geoff thomas,165,m
england,1966-08-11,gb-eng,england,nigel martyn,146,g
england,1970-09-03,gb-eng,england,gareth southgate,153,d
england,1969-02-11,ng,nigeria,john salako,159,m
england,1961-01-31,gb-eng,england,john humphrey,147,d
england,1968-09-11,gb-eng,england,richard shaw,154,d
england,1973-02-10,gb-eng,england,dean gordon,151,d
scotland,1969-06-28,gb-sct,scotland,tom cowan,474,d
ireland,1968-08-11,ie,ireland,alan kelly,469,g
england,1959-03-04,gb-eng,england,alan cork,489,f
england,1971-09-14,gb-eng,england,charlie hartfield,485,m
england,1964-11-18,gb-eng,england,john pemberton,483,m
england,1971-06-19,gb-eng,england,mitch ward,482,m
england,1965-03-06,gb-eng,england,brian gayle,476,d
england,1970-09-26,gb-eng,england,adrian littlejohn,490,f
england,1965-07-21,gb-eng,england,paul beesley,471,d
england,1965-03-21,gb-eng,england,paul rogers,479,m
england,1970-10-14,gb-eng,england,dane whitehouse,484,m
england,1968-02-10,gb-eng,england,carl bradshaw,478,m
england,1966-01-23,gb-eng,england,jamie hoyland,477,d
england,1971-10-03,gb-eng,england,simon rodger,160,m
england,1971-06-19,gb-eng,england,chris armstrong,167,f
england,1972-01-19,gb-eng,england,simon osborn,626,m
england,1968-02-03,gb-eng,england,darren peacock,448,d
england,1965-11-13,gb-eng,england,dennis bailey,461,f
england,1956-09-14,gb-eng,england,ray wilkins,455,m
england,1963-03-12,gb-eng,england,ian holloway,446,d
england,1959-10-07,gb-eng,england,garry thompson,464,f
england,1958-04-29,gb-eng,england,kevin moore,525,d
england,1970-11-02,gb-eng,england,jason dodd,528,d
england,1963-06-23,gb-eng,england,steve wood,531,m
england,1968-12-30,gb-eng,england,francis benali,523,d
england,1958-09-22,gb-eng,england,terry hurlock,534,m
england,1959-08-25,gb-eng,england,glenn cockerill,537,m
scotland,1960-02-20,gb-sct,scotland,david speedie,541,f
england,1961-07-24,gb-eng,england,kerry dixon,655,f
england,1967-02-03,gb-eng,england,tim flowers,519,g
england,1961-11-08,gb-eng,england,micky adams,520,d
england,1968-10-14,gb-eng,england,matthew le tissier,533,m
ireland,1970-08-27,ie,ireland,jeff kenna,524,d
northern ireland,1965-01-09,gb-eng,england,iain dowie,538,f
scotland,1963-08-29,gb-sct,scotland,steve clarke,105,d
ireland,1963-07-23,ie,ireland,andy townsend,112,m
england,1959-03-20,gb-eng,england,dave beasant,91,g
england,1959-02-12,gb-eng,england,mick harford,614,f
england,1964-03-18,gb-eng,england,paul elliott,97,d
england,1970-09-23,gb-eng,england,damien matthew,114,m
northern ireland,1957-09-13,gb-nir,northern ireland,mal donaghy,100,d
england,1970-10-24,gb-eng,england,graham stuart,111,m
scotland,1965-08-11,gb-sct,scotland,robert fleck,119,f
wales,1969-03-20,gb-eng,england,gareth hall,99,d
england,1971-12-13,gb-eng,england,eddie newton,110,m
england,1965-11-24,gb-eng,england,andy barlow,418,d
england,1973-10-25,gb-eng,england,neil tolson,438,f
trinidad & tobago,1971-11-03,tt,trinidad & tobago,dwight yorke,59,f
australia,1972-01-13,au,australia,mark bosnich,32,g
germany,1972-01-13,de,germany,stefan beinlich,50,m
england,1971-10-08,gb-eng,england,neil cox,40,d
england,1959-03-14,gb-eng,england,clive baker,199,g
england,1972-08-07,gb-eng,england,phil whelan,208,d
wales,1962-01-05,gb-wls,wales,geraint williams,203,d
scotland,1957-08-04,gb-sct,scotland,john wark,204,d
england,1967-12-09,gb-eng,england,jason dozzell,212,m
england,1960-12-04,gb-eng,england,steve whitton,214,m
bulgaria,1964-07-07,bg,bulgaria,bontcho guenchev,221,f
england,1969-12-02,gb-eng,england,chris kiwomya,222,f
england,1965-01-09,gb-eng,england,david linighan,206,d
england,1963-10-02,gb-eng,england,neil thompson,205,d
england,1965-02-14,gb-eng,england,mick stockwell,216,m
england,1970-10-10,gb-eng,england,gavin johnson,209,m
england,1971-05-27,gb-eng,england,lee sharpe,328,m
england,1962-09-24,gb-eng,england,mike phelan,330,m
england,1960-12-02,gb-eng,england,nigel spackman,95,d
england,1966-12-16,gb-eng,england,dennis wise,107,m
england,1969-11-26,gb-eng,england,david lee,106,d
jamaica,1971-12-03,jm,jamaica,frank sinclair,103,d
england,1962-10-05,gb-eng,england,kevin hitchcock,92,g
scotland,1970-09-11,gb-sct,scotland,john spencer,117,f
ireland,1971-08-10,ie,ireland,roy keane,407,m
england,1961-10-14,gb-eng,england,brian laws,644,d
england,1970-02-11,gb-eng,england,carl tiler,397,d
scotland,1970-08-05,gb-sct,scotland,ray mckinnon,646,d
england,1960-07-22,gb-eng,england,gary bannister,645,m
england,1964-05-08,gb-eng,england,gary crosby,410,m
scotland,1971-01-02,gb-sct,scotland,scot gemmill,401,m
england,1966-03-19,gb-eng,england,nigel clough,411,m
wales,1969-06-16,gb-wls,wales,mark crossley,394,g
iceland,1966-08-02,is,iceland,thorvaldu örlygsson,402,m
england,1962-04-24,gb-eng,england,stuart pearce,395,d
england,1968-04-09,gb-eng,england,ian brightwell,285,d
england,1965-01-20,gb-eng,england,andy hill,292,d
england,1972-11-06,gb-eng,england,garry flitcroft,300,m
england,1961-05-19,gb-eng,england,tony coton,279,g
england,1973-11-16,gb-eng,england,adie mike,303,f
england,1968-06-10,gb-eng,england,john polston,372,d
wales,1965-05-11,gb-wls,wales,jeremy goss,383,m
england,1973-03-10,gb-eng,england,chris sutton,390,f
montserrat,1968-01-14,gb-eng,england,ruel fox,388,f
england,1969-12-22,gb-eng,england,mark robins,386,f
scotland,1963-12-22,gb-sct,scotland,bryan gunn,371,g
wales,1963-07-29,gb-wls,wales,david phillips,641,m
england,1959-05-02,gb-eng,england,gary megson,377,d
wales,1963-12-07,gb-wls,wales,mark bowen,376,d
england,1964-09-22,gb-eng,england,ian culverhouse,378,d
england,1963-01-18,gb-eng,england,ian crook,382,m
england,1972-06-30,gb-eng,england,lee power,391,f
england,1958-02-09,gb-eng,england,cyrille regis,61,f
england,1967-10-18,gb-eng,england,tony daley,52,m
england,1963-11-03,gb-eng,england,ian wright,29,f
england,1966-10-10,gb-eng,england,tony adams,3,d
england,1962-11-16,gb-eng,england,steve bould,9,d
england,1973-03-07,gb-eng,england,ray parlour,19,m
england,1970-02-04,gb-eng,england,kevin campbell,25,f
northern ireland,1970-07-02,gb-nir,northern ireland,steve morrow,7,d
england,1964-03-17,gb-eng,england,lee dixon,13,d
england,1963-09-19,gb-eng,england,david seaman,1,g
england,1963-12-11,gb-eng,england,nigel winterburn,11,d
england,1969-12-19,gb-eng,england,david hillier,18,m
england,1968-03-20,gb-eng,england,paul merson,23,m
england,1961-08-10,gb-eng,england,colin pates,4,d
england,1962-11-21,gb-eng,england,alan smith,26,f
england,1965-11-23,gb-eng,england,neil adams,430,m
england,1969-12-17,gb-eng,england,ian olney,436,f
england,1966-05-04,gb-eng,england,gary elkins,596,m
england,1972-09-01,gb-eng,england,neal ardley,600,m
england,1962-09-18,gb-eng,england,john fashanu,604,f
england,1966-07-04,gb-eng,england,john scales,586,d
england,1969-01-13,gb-eng,england,colin woodthorpe,375,d
england,1970-12-26,gb-eng,england,david smith,381,m
england,1964-03-02,gb-eng,england,devon white,458,m
russia,1968-08-16,ru,russia,dmitri kharin,93,g
england,1973-11-03,gb-eng,england,andy myers,102,d
england,1968-10-17,gb-eng,england,graeme le saux,70,d
england,1965-05-03,gb-eng,england,nicky marker,68,d
sweden,1971-08-18,se,sweden,patrik andersson,73,d
england,1968-09-14,gb-eng,england,mark atkins,83,m
england,1966-03-04,gb-eng,england,robert rosario,412,f
ireland,1970-11-30,ie,ireland,phil babb,128,d
england,1970-04-06,gb-eng,england,peter atherton,125,d
england,1970-09-21,gb-eng,england,lee hurst,137,m
england,1960-12-20,gb-eng,england,brian borrows,130,d
scotland,1967-06-30,gb-sct,scotland,david busst,127,d
england,1968-11-05,gb-eng,england,john williams,138,f
england,1961-08-19,gb-eng,england,micky gynn,618,m
zimbabwe,1973-02-25,zw,zimbabwe,peter ndlovu,143,f
england,1969-12-17,gb-eng,england,mick quinn,142,f
england,1957-09-12,gb-eng,england,steve ogrizovic,122,g
scotland,1966-11-23,gb-sct,scotland,kevin gallacher,87,f
england,1958-09-26,gb-eng,england,kenny sansom,178,d
england,1965-02-24,gb-eng,england,lloyd mcgrath,132,m
england,1966-04-20,gb-eng,england,andy pearce,129,d
england,1967-12-14,gb-eng,england,ian woan,404,m
england,1968-09-27,gb-eng,england,steve chettle,398,d
england,1963-07-30,gb-eng,england,neil webb,409,m
england,1964-04-21,gb-eng,england,kevin gage,472,d
england,1968-02-07,gb-eng,england,brian deane,488,f
england,1966-12-18,gb-eng,england,john gannon,481,m
wales,1963-04-30,gb-eng,england,glyn hodges,480,m
northern ireland,1960-01-01,gb-nir,northern ireland,danny wilson,654,m
england,1960-12-14,gb-eng,england,chris waddle,506,m
ireland,1964-10-01,ie,ireland,john sheridan,510,m
sweden,1963-11-27,se,sweden,roland nilsson,504,d
northern ireland,1961-11-04,gb-nir,northern ireland,nigel worthington,496,d
england,1967-12-07,gb-eng,england,david hirst,514,f
england,1962-06-06,gb-eng,england,mark bright,513,f
england,1963-08-21,gb-eng,england,nigel pearson,503,d
england,1959-11-14,gb-eng,england,chris woods,493,g
england,1974-06-16,gb-eng,england,chris bart-williams,509,m
england,1965-12-05,gb-eng,england,carlton palmer,497,d
england,1969-09-26,gb-eng,england,paul warhurst,501,d
england,1972-08-14,gb-eng,england,karl ready,444,d
england,1967-01-13,gb-eng,england,richard brown,76,m
norway,1969-09-01,no,norway,henning berg,74,d
england,1969-02-05,gb-eng,england,tony dobson,69,d
england,1964-01-25,gb-eng,england,ian butterworth,379,d
england,1963-12-13,gb-eng,england,rob newman,380,d
england,1965-04-19,gb-eng,england,perry groves,529,m
england,1969-10-02,gb-eng,england,neil maddison,530,m
netherlands,1964-11-29,sr,suriname,kenneth monkou,522,d
england,1960-03-30,gb-eng,england,chris price,81,m
england,1970-04-24,gb-eng,england,lee glover,643,f
england,1969-10-01,gb-eng,england,john ebbrell,192,m
england,1961-01-18,gb-eng,england,peter beardsley,194,f
england,1960-11-01,gb-eng,england,alan harper,183,d
england,1961-11-20,gb-eng,england,dave watson,174,d
england,1963-08-15,gb-eng,england,ian snodin,189,m
england,1965-11-19,gb-eng,england,gary ablett,180,d
england,1971-10-19,gb-eng,england,matt jackson,177,d
england,1966-07-24,gb-eng,england,martin keown,14,d
england,1964-08-14,gb-eng,england,paul rideout,196,f
wales,1958-09-16,gb-wls,wales,neville southall,172,g
wales,1962-05-18,gb-wls,wales,barry horne,186,m
poland,1963-08-20,pl,poland,robert warzycha,190,m
england,1968-08-28,gb-eng,england,robbie mustoe,363,m
ireland,1963-12-24,ie,ireland,chris morris,361,m
ireland,1960-11-13,ie,ireland,bernie slaven,636,f
england,1966-02-08,gb-eng,england,jimmy phillips,355,m
scotland,1966-01-10,gb-sct,scotland,tommy wright,369,f
ireland,1967-04-25,gb-eng,england,alan kernaghan,352,d
england,1964-10-30,gb-eng,england,paul wilkinson,368,f
england,1964-03-08,gb-eng,england,ian ironside,346,g
england,1961-10-01,gb-eng,england,andy peake,353,d
england,1974-02-16,gb-eng,england,jamie pollock,362,m
scotland,1968-08-31,gb-sct,scotland,derek whyte,354,d
england,1970-12-16,gb-eng,england,mark blake,44,m
england,1970-03-29,gb-eng,england,alan miller,2,g
england,1972-08-11,gb-eng,england,neil heaney,28,f
england,1961-12-09,gb-eng,england,paul davis,21,m
england,1962-06-18,gb-eng,england,andy linighan,12,d
denmark,1965-05-03,dk,denmark,john jensen,17,m
england,1965-11-09,gb-eng,england,jimmy carter,15,m
england,1971-08-20,gb-eng,england,steve stone,406,m
northern ireland,1968-06-22,gb-nir,northern ireland,kingsley black,408,m
england,1970-04-13,gb-eng,england,gary charles,396,d
england,1970-10-02,gb-eng,england,mike quigley,299,m
england,1971-05-19,gb-eng,england,bobby bowry,155,m
england,1974-12-23,gb-eng,england,george ndah,168,f
england,1964-11-06,gb-eng,england,stewart robson,135,m
england,1968-03-29,gb-eng,england,david smith,619,m
england,1968-03-13,gb-eng,england,sean flynn,133,m
scotland,1971-09-24,gb-sct,scotland,craig burley,109,m
england,1972-03-14,gb-eng,england,richard hall,521,d
norway,1962-10-28,no,norway,erik thorstvedt,545,g
england,1966-04-02,gb-eng,england,teddy sheringham,576,f
england,1962-08-28,gb-eng,england,paul allen,567,m
england,1967-12-15,gb-eng,england,david howells,560,m
england,1961-08-23,gb-eng,england,gary mabbutt,549,d
england,1974-02-11,gb-eng,england,nick barmby,569,m
england,1972-03-03,gb-eng,england,darren anderton,566,m
england,1970-04-26,gb-eng,england,dean austin,555,d
england,1969-12-18,gb-eng,england,justin edinburgh,551,d
england,1968-10-27,gb-eng,england,vinny samways,568,m
england,1968-05-09,gb-eng,england,neil ruddock,558,d
wales,1960-12-16,be,belgium,pat van der hauwe,572,m
england,1964-02-22,gb-eng,england,andrew gray,575,m
england,1969-10-02,gb-eng,england,rod wallace,248,f
england,1975-11-21,gb-eng,england,rob bowman,227,d
england,1970-09-06,gb-eng,england,jon newsome,231,d
norway,1972-05-16,no,norway,frank strandli,235,m
england,1967-05-02,gb-eng,england,david rocastle,237,m
england,1965-08-16,gb-eng,england,paul williams,149,d
ireland,1968-10-08,gb-eng,england,curtis fleming,349,d
ireland,1973-12-02,ie,ireland,graham kavanagh,358,m
england,1962-01-22,gb-eng,england,steve pears,345,g
england,1970-10-06,gb-eng,england,nicky mohan,350,d
scotland,1963-10-24,gb-sct,scotland,john hendrie,366,f
england,1970-01-12,gb-eng,england,craig hignett,365,f
scotland,1959-11-22,gb-sct,scotland,frank mcavennie,58,m
england,1964-11-17,gb-eng,england,stuart massey,157,m
sweden,1965-09-24,se,sweden,anders limpar,22,m
england,1964-10-24,gb-eng,england,peter billing,621,d
england,1969-12-05,gb-eng,england,dean blackwell,589,d
england,1968-05-08,gb-eng,england,paul mortimer,158,m
england,1968-10-28,gb-eng,england,paul lake,302,m
czechia,1962-01-15,cz,czechia,jan stejskal,441,g
england,1971-01-07,gb-eng,england,david brightwell,286,d
england,1971-03-05,gb-eng,england,greg berry,606,f
scotland,1966-05-04,gb-sct,scotland,willie falconer,367,f
england,1968-01-31,gb-eng,england,paul miller,595,m
england,1969-08-13,gb-eng,england,scott fitzgerald,591,d
england,1959-10-12,gb-eng,england,paul goddard,219,f
canada,1967-09-20,ca,canada,craig forrest,200,g
england,1963-08-23,gb-eng,england,simon milton,211,m
england,1961-10-10,gb-eng,england,carl shutt,244,f
england,1961-09-01,gb-eng,england,mel sterland,633,d
england,1971-03-14,gb-eng,england,david wetherall,228,d
england,1971-02-25,gb-eng,england,nicky banger,539,f
england,1966-06-19,gb-eng,england,david kerslake,230,d
england,1974-11-01,gb-eng,england,jamie forrester,247,f
canada,1964-04-04,gb-eng,england,frank yallop,201,d
england,1963-02-11,gb-eng,england,glenn pennyfather,210,m
england,1967-12-09,gb-eng,england,simon tracey,468,g
england,1966-11-16,gb-eng,england,michael lake,650,m
scotland,1962-11-26,gb-sct,scotland,ian bryson,473,d
england,1961-11-16,gb-eng,england,dave barnes,475,d
england,1969-07-09,gb-eng,england,leigh jenkinson,140,f
scotland,1964-08-29,gb-sct,scotland,david rennie,124,d
spain,1966-11-05,es,spain,nayim,574,m
scotland,1965-12-06,gb-sct,scotland,gordon durie,577,f
england,1967-12-28,gb-eng,england,phil king,498,d
england,1971-03-20,gb-eng,england,gordon watson,516,f
england,1956-07-29,gb-eng,england,viv anderson,499,d
england,1969-08-10,gb-eng,england,nigel jemson,512,f
england,1968-05-22,gb-eng,england,paul moran,578,f
england,1961-01-30,gb-eng,england,mark proctor,637,m
england,1969-02-08,gb-eng,england,terry wilson,647,m
england,1969-04-22,gb-eng,england,dion dublin,338,f
england,1964-01-21,gb-eng,england,danny wallace,341,f
england,1964-03-23,gb-eng,england,gary penrice,465,f
northern ireland,1975-03-23,gb-eng,england,andy turner,562,m
england,1968-05-26,gb-eng,england,steve sedgley,556,d
england,1973-03-21,gb-eng,england,stuart nethercott,554,d
england,1971-10-31,gb-eng,england,ian walker,544,g
england,1974-10-01,gb-eng,england,danny hill,563,m
england,1973-04-09,gb-eng,england,lee hodges,564,m
england,1971-09-11,gb-eng,england,daryl sutch,373,d
england,1967-06-12,gb-eng,england,darren beckford,439,f
wales,1971-08-18,gb-wls,wales,michael meaker,459,m
england,1969-10-17,gb-eng,england,maurice doyle,454,m
england,1971-08-12,gb-eng,england,jason minett,374,d
nigeria,1967-06-08,ng,nigeria,efan ekoku,389,f
england,1962-10-10,gb-eng,england,mark ward,184,d
england,1969-02-05,gb-eng,england,andy hinchcliffe,179,d
united states,1963-06-24,us,united states,preki,191,m
england,1965-07-11,gb-eng,england,tony cottee,193,f
england,1968-07-16,gb-eng,england,stuart barlow,195,f
ireland,1958-05-02,ie,ireland,david o'leary,8,d
norway,1965-09-10,no,norway,pal lydersen,6,d
england,1974-06-14,gb-eng,england,ian selley,20,m
norway,1967-04-05,no,norway,erland johnsen,101,d
wales,1971-11-30,de,germany,darren barnard,98,d
ireland,1962-09-01,ie,ireland,tony cascarino,115,f
england,1973-09-19,gb-eng,england,billy kenny,185,m
england,1968-03-31,gb-eng,england,steve palmer,202,d
england,1970-11-10,gb-eng,england,graham hyde,505,m
united states,1967-03-08,us,united states,john harkes,508,m
england,1973-07-23,gb-eng,england,ryan jones,507,m
england,1973-11-01,gb-eng,england,simon stewart,500,d
england,1967-11-06,gb-eng,england,kevin pressman,495,g
england,1971-03-17,gb-eng,england,julian watts,502,d
england,1969-11-21,gb-eng,england,michael williams,511,f
england,1971-10-01,gb-eng,england,tommy widdrington,535,m
england,1969-07-21,gb-eng,england,mike marsh,264,m
scotland,1961-12-11,gb-sct,scotland,steve nicol,253,d
england,1972-02-11,gb-eng,england,steve mcmanaman,271,m
ireland,1961-09-25,ie,ireland,ronnie whelan,270,m
england,1963-08-01,gb-eng,england,mark wright,258,d
england,1971-11-05,gb-eng,england,rob jones,261,d
england,1970-08-01,gb-eng,england,david james,252,g
england,1963-11-07,jm,jamaica,john barnes,269,m
england,1968-10-25,gb-eng,england,david burrows,256,d
wales,1961-10-20,gb-wls,wales,ian rush,275,f
scotland,1971-05-09,gb-sct,scotland,don hutchison,272,m
israel,1963-10-11,il,israel,ronnie rosenthal,274,f
england,1973-06-25,gb-eng,england,jamie redknapp,262,m
zimbabwe,1957-10-06,zw,zimbabwe,bruce grobbelaar,251,g
england,1971-08-27,gb-eng,england,steve harkness,254,d
england,1964-02-06,gb-eng,england,mark walters,266,m
england,1971-01-02,gb-eng,england,david mcdonald,553,d
england,1974-01-03,gb-eng,england,kevin watson,561,m
northern ireland,1963-09-08,gb-nir,northern ireland,paul williams,624,d
england,1965-11-28,gb-eng,england,peter beagrie,187,m
england,1970-01-23,gb-eng,england,david gregory,213,m
england,1966-09-18,gb-eng,england,steve talboys,594,m
england,1973-09-10,gb-eng,england,peter fear,592,d
england,1964-10-07,gb-eng,england,paul stewart,276,f
canada,1974-09-19,ca,canada,kevin sharp,232,d
england,1969-10-02,gb-eng,england,ray wallace,236,m
england,1957-12-25,gb-eng,england,chris kamara,357,m
england,1966-09-24,gb-eng,england,franz carr,491,f
ireland,1974-11-25,ie,ireland,alan moore,360,m
scotland,1963-04-13,gb-sct,scotland,mo johnston,197,f
australia,1969-07-09,au,australia,jason kearton,171,g
england,1968-12-22,gb-eng,england,chris greenman,126,d
northern ireland,1971-01-09,gb-nir,northern ireland,keith rowland,620,d
norway,1969-12-11,no,norway,stig inge bjornebye,260,d
england,1968-03-09,gb-eng,england,brett williams,399,d
ireland,1974-10-21,ie,ireland,tony sheridan,141,f
england,1964-01-22,gb-eng,england,jon gittens,348,d
ireland,1968-05-17,ie,ireland,paul mcgee,602,f
england,1964-07-20,gb-eng,england,steve cotterill,605,f
england,1972-11-09,gb-eng,england,matt bound,527,d
wales,1971-09-08,gb-wls,wales,martyn margetson,281,g
england,1968-02-18,gb-eng,england,paul holmes,182,d
england,1975-01-21,gb-eng,england,nicky butt,332,m
england,1965-11-02,gb-eng,england,neil mcdonald,421,d
denmark,1963-07-04,dk,denmark,jan mølby,267,m
scotland,1974-09-06,gb-sct,scotland,david kerr,298,m
england,1959-07-08,gb-eng,england,imre varadi,634,f
england,1970-05-03,gb-eng,england,eddie youds,207,d
england,1959-11-17,gb-eng,england,terry fenwick,550,d
england,1967-09-06,gb-eng,england,paul moulden,435,f
england,1971-10-06,gb-eng,england,craig fleming,419,d
england,1965-10-04,gb-eng,england,mark brennan,427,m
england,1973-01-22,gb-eng,england,paul gerrard,416,g
england,1972-08-02,gb-eng,england,andrew scott,487,f
malta,1967-01-14,mt,malta,dylan kerr,233,d
england,1974-10-24,gb-eng,england,mark tinkler,241,m
england,1972-10-14,gb-eng,england,mark flatts,16,m
england,1973-10-16,gb-eng,england,david unsworth,181,d
england,1973-02-25,gb-eng,england,anthony barness,104,d
england,1955-06-26,gb-eng,england,mervyn day,632,g
england,1969-11-12,gb-eng,england,jason cundy,547,d
england,1974-09-18,gb-eng,england,sol campbell,557,d
denmark,1963-05-21,dk,denmark,torben piechnik,257,d
england,1965-05-24,gb-eng,england,nicky tanner,255,d
england,1967-08-24,gb-eng,england,michael thomas,263,m
wales,1974-05-02,gb-wls,wales,andy johnson,385,m
ireland,1956-05-20,ie,ireland,gerry peyton,173,g
england,1961-04-06,gb-eng,england,peter shirtliff,653,d
england,1971-01-22,gb-eng,england,stan collymore,627,f
england,1973-11-05,gb-eng,england,grant watts,169,f
north macedonia,1964-03-30,mk,north macedonia,vlado bozinoski,218,m
scotland,1970-08-21,gb-sct,scotland,david hopkin,108,m
scotland,1968-07-18,gb-sct,scotland,jonathan gould,123,g
england,1973-05-01,gb-eng,england,terry fleming,617,m
ireland,1975-08-06,ie,ireland,willie boland,136,m
scotland,1956-02-23,gb-sct,scotland,andy ritchie,434,f
england,1971-11-15,gb-eng,england,bryan small,42,d
england,1974-10-30,gb-eng,england,neil shipperley,116,f
england,1964-02-10,gb-eng,england,mike hooper,250,g
